code,name,gender,country_code,events,birth_date,coach
1535350,GARZA PEREZ Eugenio,M,MEX,['Jumping Individual' 'Jumping Team'],23/7/1996,
1535351,FERNANDEZ Federico,M,MEX,['Jumping Individual' 'Jumping Team'],28/3/1968,
1535354,de LARA OJEDA Miguel Alejandro,M,MEX,"[""Men's 100m Breaststroke"" ""Men's 200m Breaststroke""]",9/8/1994,Club: Sergio Lopez (ESP) since January 2023
1535356,MORENO Alexa,F,MEX,"['Women' ""Women's All-Around"" ""Women's Balance Beam"" ""Women's Floor Exercise"" ""Women's Uneven Bars"" ""Women's Vault""]",8/8/1994,Personal: Aldo Torres (MEX)
1535357,SANDOVAL Ahtziri,F,MEX,"['Women' ""Women's All-Around"" ""Women's Balance Beam"" ""Women's Floor Exercise"" ""Women's Uneven Bars"" ""Women's Vault""]",5/10/1996,Personal: Jose Adrian Meza Padilla (MEX)
1535358,FLORES Sofia,F,MEX,['Group All-Around'],20/12/2004,National: Blajaith Aguilar (MEX)
1535359,SALAZAR Kimberly,F,MEX,['Group All-Around'],24/4/2004,National: Blajaith Aguilar (MEX)
1535360,TEJEDA Adirem,F,MEX,['Group All-Around'],21/6/2002,National: Blajaith Aguilar (MEX)
1535361,ALCOCER Dalia,F,MEX,['Group All-Around'],2/1/2004,National: Blajaith Aguilar (MEX)
1535362,GUTIERREZ Julia,F,MEX,['Group All-Around'],13/9/2007,National: Blajaith Aguilar (MEX)
1535363,HERNANDEZ Emiliano,M,MEX,"[""Men's Individual""]",27/1/1998,Swimming: Isaac Cortes (MEX).<br>Running: Juan Luis Barrios (MEX).<br>Riding: Gabriela Hernandez (MEX).<br>Shooting: Rosario Alvarez (MEX).<br>Sports psychologist: Claudia Rivas (MEX)
1535364,CARRILLO Duilio,M,MEX,"[""Men's Individual""]",24/3/1997,
1535365,OLIVER Mayan,F,MEX,"[""Women's Individual""]",11/7/1993,Club: Isaac Cortes Garcia (MEX)
1535366,SANSORES Carlos,M,MEX,['Men +80kg'],25/6/1997,National: Alfonso Victoria (MEX)
1535367,SOUZA Daniela Paola,F,MEX,['Women -49kg'],27/8/1999,National: Abel Mendoza (MEX)
1535368,CLELAND QUINONEZ Alan,M,MEX,['Men'],19/6/2002,Guillermo ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï
1535373,GRIGORIAN Aram,M,UAE,['Men -90 kg'],9/6/1998,National: Victor Scvortov (MDA).</p><p>Victor Astakhov (RUS).<br>Dmitry Kletskov (RUS).<br>Rudolf Mikhailovich Baboyan (RUS).<br>Ervand Mgdsyan (RUS)
1535374,KOSTOEV Dzhafar,M,UAE,['Men -100 kg'],28/4/1999,National: Victor Scvortov (MDA)
1535375,MAGOMEDOMAROV Magomedomar,M,UAE,['Men +100 kg'],10/4/2001,National: Victor Scvortov (MDA)
1535376,TATALASHVILI Nugzari,M,UAE,['Men -81 kg'],20/3/1990,Victor Scvortov (MDA)
1535383,BISHRELT Khorloodoi,F,UAE,['Women -52 kg'],29/5/1998,National: Victor Scvortov (UAE/MDA)<br>Personal: Khishigbat Erdenet-Od (MGL)
1535385,HOUSSEIN Alexandre,M,DJI,['Men -73 kg'],28/3/1998,Michel Lebrun (FRA)
1535395,AL SAYEGH Safia,F,UAE,"[""Women's Road Race""]",23/9/2001,
1535420,VALENCIA Alejandra,F,MEX,"[""Women's Individual"" ""Women's Team"" 'Mixed Team']",17/10/1994,National/personal: Miguel Angel Flores (MEX)
1535429,RUIZ Angela,F,MEX,"[""Women's Individual"" ""Women's Team""]",28/7/2006,National: Miguel Angel Flores (MEX).<br>Personal: Miguel Barcenas (MEX) Eduardo Magana (MEX)
1535430,GRANDE Matias,M,MEX,"[""Men's Individual"" ""Men's Team"" 'Mixed Team']",26/4/2004,National: David Alejandro Velez Sanchez (MEX)
1535433,PRIETO Marcela,F,MEX,"[""Women's Road Race""]",11/3/1992,
1535438,RAMIREZ RAMOS Edson Ismael,M,MEX,['10m Air Rifle Men' '10m Air Rifle Mixed Team'],10/7/2000,Personal: Blas Ruiz (MEX)
1535439,RODRIGUEZ Gabriela,F,MEX,['Skeet Women'],12/12/1996,National: Ariel Mauricio Flores (MEX).<br>Personal: Pietro Genga (ITA) Javier Rodrï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï
1535440,ZAVALA VAZQUEZ Alejandra,F,MEX,['10m Air Pistol Women' '25m Pistol Women'],16/6/1984,Personal: Tania Estrella Perez Ramos (CUB)
1535441,QUEZADA MARQUEZ Carlos,M,MEX,['10m Air Rifle Men' '50m Rifle 3 Positions Men'],21/10/1999,National: Pedro Acosta Marcos Pulator.<br>Personal: Ruben Alexey Galardy de la Rosa (MEX)
1535442,PENAFLOR MOYSEN Aram Michell,M,MEX,"[""Men's Individual""]",11/3/1999,National: Luis Miguel Chï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï
1535444,REINOSO Sofia,F,MEX,"[""Women's Kayak Single"" ""Women's Kayak Cross""]",23/10/1996,
1535448,BRIONES FRAGOZA Beatriz,F,MEX,"[""Women's Kayak Single 500m"" ""Women's Kayak Double 500m""]",10/2/1999,Elizabeth Orta (MEX)
1535449,ALANIS MORALES Karina,F,MEX,"[""Women's Kayak Single 500m"" ""Women's Kayak Double 500m""]",9/12/1993,
1535505,LINARES Natalia,F,COL,"[""Women's Long Jump""]",3/1/2003,Personal: Martin Suarez (COL)
1535506,LONGA Ronal,M,COL,"[""Men's 100m""]",30/6/2004,Personal: Jorge Benitez (COL)
1535511,RUIZ HURTADO Flor Denis,F,COL,"[""Women's Javelin Throw""]",29/1/1991,Personal: Ramon Breto (CUB) Luis Carlos Lucumi (COL)
1535512,ORJUELA Angie,F,COL,"[""Women's Marathon""]",9/5/1989,Personal: Humberto Ramirez (COL)
1535513,RENTERIA RENTERIA Tatiana,F,COL,"[""Women's Freestyle 76kg""]",22/12/2000,National: David Gutierrez (COL)
1535514,VALDES PANA Angie Paola,F,COL,"[""Women's 60kg""]",14/7/2000,
1535522,ARBOLEDA MENDOZA Valeria,F,COL,"[""Women's 57kg""]",13/4/2002,
1535524,BOLANOS LOPEZ Victor,M,COL,"[""Men's Kite""]",19/9/1994,Quentin Prevout (BEL)
1535609,ABDOLI Samyar,M,IRI,"[""Men's 100m Freestyle""]",25/12/2002,
1535660,SIMWAKA Asimenye,F,MAW,"[""Women's 100m""]",8/8/1997,Personal: Pachisi Nyasulu
1535693,AL MARZOOQI Omar Abdul Aziz,M,UAE,['Jumping Individual' 'Jumping Team'],28/3/2003,Abdelaziz Al Marzooqi (UAE) his father
1535729,SERRANO Franco,M,ARG,"[""Men's Individual""]",22/11/2000,
1535766,KUMEL SAADI,M,IRQ,['Men'],19/8/2004,National: Radhi Shenaishil (IRQ)
1535776,JOSEF AL IMAM,M,IRQ,['Men'],27/7/2004,National: Radhi Shenaishil (IRQ)
1535804,MUNTADHER ABDULAMEER,M,IRQ,['Men'],6/10/2001,National: Radhi Shenaishil (IRQ)
1535805,MUNTADHER MOHAMMED,M,IRQ,['Men'],5/6/2001,National: Radhi Shenaishil (IRQ)
1535852,MAEDER Maximilian,M,SGP,"[""Men's Kite""]",12/9/2006,Jonny Dolenc (CRO) father of Croatian sailor Martin Dolenc
1535853,LO Ryan,M,SGP,"[""Men's Dinghy""]",26/2/1997,
1535854,SIM En Yi Letitia,F,SGP,"[""Women's 100m Breaststroke"" ""Women's 200m Breaststroke"" ""Women's 4 x 100m Medley Relay""]",3/3/2003,Personal: Gustavo Schirru (BRA).<br>National: Gary Tan (SGP)
1535856,TAN Jonathan Eu Jin,M,SGP,"[""Men's 100m Freestyle"" ""Men's 50m Freestyle""]",11/3/2002,Club: Dan Schemmel (USA) - Stanford University.<br>National: Gary Tan (SGP)
1535858,PEREIRA Veronica Shanti,F,SGP,"[""Women's 100m"" ""Women's 200m""]",20/9/1996,Luis Cunha
1535910,ZAID TAHSEEN,M,IRQ,['Men'],29/1/2001,National: Radhi Shenaishil (IRQ)
1535913,HUSSEIN AMER,M,IRQ,['Men'],28/4/2002,
1535914,ANAK LISES Bertrand Rhodict,M,MAS,"[""Men's 10m Platform""]",28/5/2005,
1535916,HUSSEIN LAWEND,M,IRQ,['Men'],20/1/2001,Club: Ahmed Salah (IRQ).<br>National: Radhi Shenaishil (IRQ)
1535918,WONG Guanjie Johnathan,M,MAS,['10m Air Pistol Men'],23/8/1992,National: Mohd Firdaus Abdul Rahim (MAS)
1535925,MOHAMAD ZUBIR Nur Aisyah,F,MAS,"[""Women's Road Race""]",4/10/1997,
1535926,MOHAMAD LATIF Nur Shazrin,F,MAS,"[""Women's Dinghy""]",2/2/1998,Club: Mohd Hafizi Roslee (MAS)
1535927,ALI JASIM,M,IRQ,['Men'],20/1/2004,National: Radhi Shenaishil (IRQ)
1535928,KARRAR SAAD,M,IRQ,['Men'],22/3/2001,National: Radhi Shenaishil (IRQ)
1535929,KARRAR MOHAMMED,M,IRQ,['Men'],6/1/2001,National: Radhi Shenaishil (IRQ)
1535930,NIHAD MOHAMMED,M,IRQ,['Men'],14/1/2001,National: Radhi Shenaishil (IRQ)
1535959,DOUA Camil,M,MTN,"[""Men's 50m Freestyle""]",23/2/2002,Personal: Gregory Mallet (FRA) - two-time Olympic silver medallist (2008 2012)
1535993,CHEW Caroline,F,SGP,['Dressage Individual'],18/4/1992,Matthew Frost (GBR)
1536032,HERNANDEZ FLORES Margarita,F,MEX,"[""Women's Marathon""]",3/12/1985,Personal: Rafael Martinez (MEX)
1536045,SALIMI Arian,M,IRI,['Men +80kg'],16/12/2003,National: Majid Aflaki
1536058,BARKHORDARI Mehran,M,IRI,['Men -80kg'],26/7/2000,
1536064,NEMATZADEH Mobina,F,IRI,['Women -49kg'],17/5/2005,National: Minoo Maddah (IRI)
1536067,KIYANICHANDEH Nahid,F,IRI,['Women -57kg'],1/8/1998,National: Minoo Maddah (IRI)
1536157,MPALI Adam,M,GAB,"[""Men's 50m Freestyle""]",29/5/2002,
1536175,AMISON Naima-Zahra,F,DJI,"[""Women's 50m Freestyle""]",10/10/2003,
1536184,STREHLKE DELGADO Paulo,M,MEX,"[""Men's 10km""]",10/1/2006,Personal: Joel Rodriguez
1536190,SANDOVAL AYALA Martha,F,MEX,"[""Women's 10km""]",14/8/1998,Club: Paulo Salas (MEX)
1536196,ESTUDILLO TORRES Alejandra,F,MEX,"[""Women's 3m Springboard""]",20/5/2005,
1536197,CELAYA HERNANDEZ Juan Manuel,M,MEX,"[""Men's Synchronised 3m Springboard""]",1/9/1998,
1536198,VAZQUEZ MONTANO Aranza,F,MEX,"[""Women's 3m Springboard""]",21/8/2002,
1536207,ALIPOUR SHENAZANDIFARD Reza,M,IRI,"[""Men's Speed""]",29/4/1994,
1536214,ALAMIAN Nima,M,IRI,"[""Men's Singles""]",24/12/1992,Club: Fabrice Coutolleau (FRA).<br>National: Jamil Lotfollah Nasab (IRI)
1536215,ALAMIYAN Noshad,M,IRI,"[""Men's Singles""]",21/11/1991,Club: Sebastien Douaran (FRA).<br>National: Jamil Lotfollahnasabi (IRI)
1536233,YASEEN Taha Hussein,M,IRQ,"[""Men's 100m""]",1/1/1998,Personal: Khazal Jabbar (IRQ)
1536251,MAAN Tulika,F,IND,['Women +78 kg'],9/9/1998,Yashpal Solanki (IND)
1536341,ANCER Abraham,M,MEX,"[""Men's Individual Stroke Play""]",27/2/1991,
1536368,SHARMA Shubhankar,M,IND,"[""Men's Individual Stroke Play""]",21/7/1996,
1536371,BHULLAR Gaganjeet,M,IND,"[""Men's Individual Stroke Play""]",27/4/1988,
1536372,GIRMA Ermias,M,ETH,"[""Men's 1500m""]",20/1/2005,Personal: Hluf Yihdego (ETH)
1536460,ROJAS Carlos,M,MEX,"[""Men's Individual"" ""Men's Team""]",14/1/2000,National: David Alejandro Velez Sanchez (MEX)
1536467,MARTINEZ WING Bruno,M,MEX,"[""Men's Individual"" ""Men's Team""]",8/3/1998,National: David Alejandro Velez Sanchez (MEX)
1536479,VAZQUEZ Ana,F,MEX,"[""Women's Individual"" ""Women's Team""]",5/10/2000,National: Miguel Angel Flores (MEX).<br>Personal: Eduardo Magana (MEX)
1536494,RIVERA Edgar,M,MEX,"[""Men's High Jump""]",13/2/1991,Personal: Julio Prado (CUB)
1536495,TAMAYO-GARZA Cecilia,F,MEX,"[""Women's 100m"" ""Women's 200m""]",4/3/1997,Personal: Carl Lewis (USA) - nine-time Olympic champion
1536496,ALEMU Habitam,F,ETH,"[""Women's 800m""]",9/7/1997,Personal:  Muluken Fikire (ETH) her husband.<br>Personal: Hluf Yihdego (ETH) fellow athlete Gudaf Tsegay's husband
1536497,MESELE Worknesh,F,ETH,"[""Women's 800m""]",11/6/2001,Personal: Hluf Yihdego (ETH) fellow athlete Gudaf Tsegay's husband
1536498,DUGUMA Tsige,F,ETH,"[""Women's 800m""]",23/2/2001,Personal: Alemu Wakjira (ETH)
1536522,ASHOK Aditi,F,IND,"[""Women's Individual Stroke Play""]",29/3/1998,
1536523,DAGAR Diksha,F,IND,"[""Women's Individual Stroke Play""]",14/12/2000,
1536568,FAYISA Abdisa,M,ETH,"[""Men's 1500m""]",24/4/2005,Personal: Nigatu Worku (ETH)
1536585,GUERRERO Ilse,F,MEX,"[""Women's 20km Race Walk""]",24/3/1993,Personal: Felipe Mendez (MEX)
1536599,CHAMA Noel,M,MEX,"[""Men's 20km Race Walk""]",15/9/1997,Personal: Jose Juan Sanchez (MEX)
1536600,ORTIZ Ricardo,M,MEX,"[""Men's 20km Race Walk""]",7/2/1995,Personal: Alfonso Ortiz (MEX) his brother
1536624,SHAHSAVARI Neda,F,IRI,"[""Women's Singles""]",21/9/1986,
1536632,FALLAH Mobina,F,IRI,"[""Women's Individual""]",13/8/1999,
1536648,LOH Kean Yew,M,SGP,"[""Men's Singles""]",26/6/1997,National: Kelvin Ho (SGP)
1536649,HEE Yong Kai Terry,M,SGP,['Mixed Doubles'],6/7/1995,
1536650,TAN Wei Han Jessica,F,SGP,['Mixed Doubles'],16/7/1993,
1536651,YEO Jia Min,F,SGP,"[""Women's Singles""]",1/2/1999,National: Kelvin Ho (SGP)
1536669,LABIB Ali,M,IRI,"[""Men's Road Race""]",21/9/2002,
1536683,FASIHI Farzaneh,F,IRI,"[""Women's 100m""]",3/1/1993,Personal: Amir Hosseini (IRI) - husband
1536701,TAFTIAN Hassan,M,IRI,"[""Men's 100m""]",4/5/1993,Personal: Guy Ontanon (FRA)
1536721,PANWAR Balraj,M,IND,"[""Men's Single Sculls""]",26/7/1999,National: Ismail Baig (IND)
1536885,RICKETTS Shanieka,F,JAM,"[""Women's Triple Jump""]",2/2/1992,Personal: Kerry-Lee Ricketts - her husband
1536925,HARRIS Naquille,M,SKN,"[""Men's 100m""]",16/5/2002,
1536961,DAVOUDI Ali,M,IRI,"[""Men's +102kg""]",22/3/1999,National: Navab Nassirshalal (IRI)
1536971,JAVADI ALIABADI Mir Mostafa,M,IRI,"[""Men's 89kg""]",22/6/2000,
1536983,WELTEJI Diribe,F,ETH,"[""Women's 1500m""]",13/5/2002,Personal: Hussein Shibo Isa Shibo (ETH)
1536990,HAYLOM Birke,F,ETH,"[""Women's 1500m""]",6/1/2006,Personal: Hluf Yihdego (ETH) fellow athlete Gudaf Tsegay's husband
1536992,HAILU Freweyni,F,ETH,"[""Women's 5000m""]",12/2/2001,Personal: Tsegaye Gebremichael (ETH) her husband
1536996,AGHAMIRZAEIJENAGHARD Ali,M,IRI,"[""Men's Kayak Single 1000m""]",4/3/1993,National: Pedro Sana (BRA)
1536997,MAYALA Freddy,M,CGO,"[""Men's 50m Freestyle""]",18/6/2000,Personal: Alain Kounoumono
1536998,AREGAWI Berihu,M,ETH,"[""Men's 10000m""]",28/2/2001,Personal: Yirefu Birhanu (ETH)
1536999,KEJELCHA Yomif,M,ETH,"[""Men's 10000m""]",1/8/1997,Personal: Nigatu Worku (ETH)
1537001,GEBRHIWET Hagos,M,ETH,"[""Men's 5000m""]",11/5/1994,Personal: Tolera Dinka (ETH)
1537002,BOBIMBO Vanessa,F,CGO,"[""Women's 50m Freestyle""]",8/12/1999,
1537010,NGOYE Natacha,F,CGO,"[""Women's 100m""]",15/8/1993,Amadou Mbaye (SEN) two time Olympian in the 100m and 4x100m (1988 1992)
1537012,SAIKHOM Mirabai Chanu,F,IND,"[""Women's 49kg""]",8/8/1994,National: Vijay Sharma (IND)
1537049,BAREGA Selemon,M,ETH,"[""Men's 10000m""]",20/1/2000,Personal: Hussein Shibo (ETH)
1537052,TEFERA Samuel,M,ETH,"[""Men's 1500m""]",23/10/1999,Personal: Hussein Shibo (ETH)
1537053,YIHUNE Addisu,M,ETH,"[""Men's 5000m""]",17/3/2003,Personal: Hussen Shibo (ETH)
1537057,MEHARY Biniam,M,ETH,"[""Men's 5000m""]",20/12/2006,Personal: Hluf Yihdego (ETH) - fellow athlete Gudaf Tsegay's husband
1537066,TAYE Ejgayehu,F,ETH,"[""Women's 5000m""]",10/2/2000,Personal: Habtamu Girma (ETH)
1537069,EISA Medina,F,ETH,"[""Women's 5000m""]",3/1/2005,Personal: Tewodros Hailu (ETH) - husband of Meseret Defar three-time Olympic 5000m medallist (gold in 2004 and 2012 silver in 2008)
1537079,GEBRESELAMA Tsigie,F,ETH,"[""Women's 10000m""]",30/9/2000,Personal: Daniel Gidey (ETH) her husband
1537135,ZENG Jian,F,SGP,"[""Women's Singles""]",19/11/1996,
1537137,QUEK Izaac,M,SGP,"[""Men's Singles""]",26/5/2006,
1537144,VEGA Jerome,M,PUR,"[""Men's Hammer Throw""]",7/4/1995,
1537145,OWENS-DELERME Ayden,M,PUR,"[""Men's Decathlon""]",28/5/2000,Personal: Lawrence Johnson (USA) two-time Olympian Sydney 2000 Olympic pole vault silver medallist
1537149,de ORBETA Rachelle,F,PUR,"[""Women's 20km Race Walk""]",27/3/2000,Personal: Luis Fernando Lopez (COL)
1537150,SCOTT Gabby,F,PUR,"[""Women's 400m""]",13/1/1997,Personal: Gary Evans (USA)
1537163,D'AMOUR Nicholas,M,ISV,"[""Men's Individual""]",4/9/2001,Personal: Angelo Ruiz Acevedo
1537168,CASTRO RIVERA Luis,M,PUR,"[""Men's High Jump""]",29/1/1991,Personal: Gaspar Epro (EST)
1537180,CEBALLOS Macarena,F,ARG,"[""Women's 100m Breaststroke"" ""Women's 200m Breaststroke""]",12/1/1995,National: Gustavo Roldan
