code,name,gender,country_code,events,birth_date,coach
1955582,XU Kerry,F,USA,"[""Women's Doubles""]",22/10/1999,Personal/club: Chee Ching Tan (known as Harry Tan)
1955585,SUNNY,F,USA,['B-Girls'],10/11/1988,
1955587,LOGISTX,F,USA,['B-Girls'],8/5/2003,
1955589,JEFFRO,M,USA,['B-Boys'],20/12/1994,
1955590,VICTOR,M,USA,['B-Boys'],1/5/1994,
1955595,ELLISON Brady,M,USA,"[""Men's Individual"" 'Mixed Team']",27/10/1988,National: Kisik Lee (KOR)
1955599,GNORIEGA Catalina,F,USA,"[""Women's Individual"" ""Women's Team""]",17/3/2003,National: Kisik Lee (KOR)
1955601,KAUFHOLD Casey,F,USA,"[""Women's Individual"" ""Women's Team"" 'Mixed Team']",6/3/2004,National: Kisik Lee (KOR).<br>Club: Heather Pfeil (USA).<br>Personal: Dick Tone (USA)
1955608,MUCINO Jennifer,F,USA,"[""Women's Individual"" ""Women's Team""]",18/12/2002,National: Kisik Lee (KOR)
1955623,CHIU Vinson,M,USA,"[""Men's Doubles"" 'Mixed Doubles']",8/8/1998,Club: Naoko Fukuman (JPN) Tony Gunawan (USA)
1955625,GAI Jennie,F,USA,['Mixed Doubles'],25/2/2001,Club: Naoko Fukuman (JPN) Tony Gunawan (USA)
1955628,SHU Howard,M,USA,"[""Men's Singles""]",28/11/1990,
1955629,XU Annie,F,USA,"[""Women's Doubles""]",22/10/1999,Personal/club: Chee Ching Tan (known as Harry Tan)
1955630,YUAN Joshua,M,USA,"[""Men's Doubles""]",25/7/2003,Naoko Fukuman (JPN)
1955631,ZHANG Beiwen,F,USA,"[""Women's Singles""]",12/7/1990,Club: Ding Chao (SGP)
1955634,EDWARDS Joshua,M,USA,"[""Men's +92kg""]",1/5/2000,Personal: Melvin Malone (USA)
1955639,GONZALEZ Jajaira,F,USA,"[""Women's 60kg""]",13/2/1997,Personal: Jose Gonzalez (USA) her father
1955643,HARVEY Jahmal,M,USA,"[""Men's 57kg""]",19/11/2002,National: Billy Walsh (IRL).<br>Personal: Daryl Davis (USA) Lemor Geddie (USA)
1955644,HILL Roscoe,M,USA,"[""Men's 51kg""]",9/11/1994,National: Billy Walsh (IRL)
1955645,JONES Omari,M,USA,"[""Men's 71kg""]",7/11/2002,Personal: Jason Galarza (USA) Karl Jones (USA his father) Craig Duncan (USA strength and conditioning)
1955646,LOZANO Jennifer,F,USA,"[""Women's 50kg""]",24/11/2002,Personal: Eddie Vela (USA) Michelle Vela (USA)
1955648,McCANE Morelle,F,USA,"[""Women's 66kg""]",20/1/1995,Personal: Push Davis (USA) Terrence Montgomery (USA)
1955649,MENDOZA Alyssa,F,USA,"[""Women's 57kg""]",17/8/2003,"Personal: Refugio ""JR"" Mendoza (USA)"
1955669,AKIO Augusto,M,BRA,"[""Men's Park""]",12/12/2000,
1955673,VARELLA Dora,F,BRA,"[""Women's Park""]",31/7/2001,
1955677,GUSTAVO Felipe,M,BRA,"[""Men's Street""]",22/2/1991,
1955681,VIANNA Giovanni,M,BRA,"[""Men's Street""]",26/1/2001,
1955683,MAZETTO Gabi,F,BRA,"[""Women's Street""]",16/9/1997,
1955687,PACHECO Isadora,F,BRA,"[""Women's Park""]",29/3/2005,
1955689,LEAL Rayssa,F,BRA,"[""Women's Street""]",4/1/2008,
1955692,HOEFLER Kelvin,M,BRA,"[""Men's Street""]",10/2/1993,
1955694,CINI Luigi,M,BRA,"[""Men's Park""]",20/6/2002,
1955701,BARROS Pedro,M,BRA,"[""Men's Park""]",16/3/1995,
1955704,ROSA Pamela,F,BRA,"[""Women's Street""]",19/7/1999,
1955706,VENTURA Raicca,F,BRA,"[""Women's Park""]",8/3/2007,
1955777,TOLEDO Filipe,M,BRA,['Men'],16/4/1995,Ricardo Toledo (BRA) his father
1955778,MEDINA Gabriel,M,BRA,['Men'],22/12/1993,Personal: Andy King (AUS)
1955780,CHIANCA Joao,M,BRA,['Men'],30/8/2000,
1955781,SILVA Luana,F,BRA,['Women'],7/5/2004,Personal: Kahea Hart (USA)
1955782,HINCKEL Taina,F,BRA,['Women'],8/5/2003,Personal: Carlos Kxot (BRA) father
1955783,WESTON-WEBB Tatiana,F,BRA,['Women'],9/5/1996,Personal: Leandro Dora (BRA)
1955807,FUKOFUKA Mselo,M,TGA,"[""Men's 100m""]",10/6/2005,Personal: Siueni Filimone (TGA)
1955812,SANTOS Caroline,F,BRA,['Women -67kg'],6/2/1996,
1955815,PONTES Edival,M,BRA,['Men -68kg'],11/10/1997,Club: Carmen Carolina (BRA)
1955824,RODRIGUES FERNANDES Henrique Marqu,M,BRA,['Men -80kg'],11/3/2004,
1955839,PACHECO Maria Clara,F,BRA,['Women -57kg'],16/7/2003,
1955853,HADDAD MAIA Beatriz,F,BRA,"[""Women's Doubles"" ""Women's Singles""]",30/5/1996,Personal: Rafael Paciaroni (BRA)
1955861,PIGOSSI Laura,F,BRA,"[""Women's Singles""]",2/8/1994,Personal: German Puentes (ESP)
1955862,STEFANI Luisa,F,BRA,"[""Women's Doubles"" 'Mixed Doubles']",9/8/1997,Personal: Guilherme Pachane (BRA)
1955869,MONTEIRO Thiago,M,BRA,"[""Men's Doubles"" ""Men's Singles""]",31/5/1994,Personal: Ruben Ramirez-Hidalgo (ESP)
1955871,SEYBOTH WILD Thiago,M,BRA,"[""Men's Doubles"" ""Men's Singles"" 'Mixed Doubles']",10/3/2000,Personal: Carlos Eduardo Matos (BRA)
1955904,LAZAREV Aiaal,M,KGZ,"[""Men's Freestyle 125kg""]",19/3/1986,
1955939,BUCKLE Rayna,F,AUS,['Team' 'Duet'],29/8/2000,National: Paula Klamburg Roque (ESP).<br>Club: Erica Li (AUS)
1955940,COURAGE-GARDINER Georgia,F,AUS,['Team'],17/3/2003,National: Paula Klamburg Roque (ESP).<br>Club: Marina Kholod (UKR)
1955942,GAZZARD Kiera,F,AUS,['Team' 'Duet'],5/11/2001,National: Paula Klamburg Roque (ESP).<br>Club: Erica Li (AUS)
1955943,JOSEPH-KUO Margo,F,AUS,['Team'],14/10/2004,National: Paula Klamburg Roque (ESP)
1955944,WALDMANN Milena,F,AUS,['Team'],16/1/2004,National: Paula Klamburg Roque (ESP).<br>Club: Erica Li (AUS)
1955945,CALOIERO Natalia,F,AUS,['Team'],1/5/2003,
1955947,KUSMAWAN Anastasia,F,AUS,['Team'],28/1/2005,National: Paula Klamburg Roque (ESP).<br>Club: Anna Nepatocheva (RUS)
1955948,GAUTHIER Raphaelle,F,AUS,['Team'],16/12/2005,National: Paula Klamburg Roque (ESP)
1955949,POULIS Zoe,F,AUS,['Team'],17/2/2006,National: Paula Klamburg Roque (ESP).<br>Club: Marina Kholod (UKR)
1956016,ESEME Emmanuel,M,CMR,"[""Men's 100m""]",17/8/1993,Personal: Rui Norte (POR)
1956019,ANGOUNOU Linda,F,CMR,"[""Women's 400m Hurdles""]",23/9/1992,Personal: Alain Smail (FRA)
1956043,GANDELMAN Omri,M,ISR,['Men'],16/5/2000,National: Guy Luzon (ISR)
1956045,BEN HAROSH Noam,M,ISR,['Men'],13/5/2005,Club: Ronny Levy (ISR).<br>National: Guy Luzon (ISR)
1956058,ISRAELOV Or,M,ISR,['Men'],2/9/2004,Club: Messay Dego (ISR/ETH).<br>National: Guy Luzon (ISR)
1956065,GOLDBERG Sean,M,ISR,['Men'],13/6/1995,National: Guy Luzon (ISR)
1956071,FEINGOLD Ilay,M,ISR,['Men'],23/8/2004,Club: Barak Bakhar (ISR).<br>National: Guy Luzon (ISR)
1956075,AZOULAY Ethane,M,ISR,['Men'],26/5/2002,National: Guy Luzon (ISR)
1956081,NIR ON Omer,M,ISR,['Men'],17/4/2001,
1956098,REVIVO Roy,M,ISR,['Men'],22/5/2003,National: Guy Luzon (ISR)
1956100,SHAHAR Ido,M,ISR,['Men'],20/8/2001,Club: Zarko Lazetic (SRB).<br>National: Guy Luzon (ISR)
1956102,ABADA Liel,M,ISR,['Men'],3/10/2001,National: Guy Luzon (ISR)
1956137,TURGEMAN Dor,M,ISR,['Men'],24/10/2003,National: Guy Luzon (ISR)
1956145,GLOUKH Oscar,M,ISR,['Men'],1/4/2004,National: Guy Luzon (ISR)
1956147,LEMKIN Stav,M,ISR,['Men'],2/4/2003,National: Guy Luzon (ISR)
1956158,BAT-OCHIR Ser-Od,M,MGL,"[""Men's Marathon""]",7/10/1981,Personal: Oyuntuya Odonsuren (MGL) since 2005 (his wife)
1956174,KAIZINGER Balazs,M,HUN,['Eventing Individual'],13/6/1979,Personal: Elmar Lesch (GER) for jumping and cross-country; Manuel Bammel (GER) for dressage
1956185,KOPECKY Julia,F,CZE,"[""Women's Road Race"" ""Women's Individual Time Trial""]",10/8/2004,
1956191,VACEK Mathias,M,CZE,"[""Men's Road Race"" ""Men's Individual Time Trial""]",12/6/2002,
1956216,BAYARTSOGT Munkhzaya,F,MGL,"[""Women's Marathon""]",10/10/1993,Personal: Dorjpalam Batbayar (MGL) her husband
1956228,GALBADRAKH Khishigsaikhan,F,MGL,"[""Women's Marathon""]",28/8/1990,Personal: Bat-Ochiryn 'Ziggy' Ser-Od (MGL) five-time marathon Olympian (2004 2008 2012 2016 2020) with a best finish of 51st (2012); competed at 11 world championships making his debut in 2003
1956237,DOYLE Cathal,M,IRL,"[""Men's 1500m""]",12/11/1997,
1956267,BECKER Sophie,F,IRL,"[""Women's 400m"" ""Women's 4 x 400m Relay"" '4 x 400m Relay Mixed']",16/5/1997,Personal: Aideen Sinnott (IRL)
1956287,JONES Jade,F,GBR,['Women -57kg'],21/3/1993,National: Martin Stamper (GBR)
1956306,LUPULESKU Izabela,F,SRB,"[""Women's Singles""]",7/11/1999,
1956347,ARUNOVIC Zorana,F,SRB,['10m Air Pistol Women' '10m Air Pistol Mixed Team'],22/11/1986,National/Personal: Jelena Arunovic (SRB) - her sister
1956355,KOVACEVIC Lazar,M,SRB,['10m Air Rifle Men' '50m Rifle 3 Positions Men'],4/11/1997,National: Stevan Pletikosic (SRB)
1956356,MIKEC Damir,M,SRB,['10m Air Pistol Men' '10m Air Pistol Mixed Team'],31/3/1984,National/Club/Personal: Goran Mikec (SRB) - his brother
1956372,PERISIC Aleksandra,F,SRB,['Women -67kg'],2/7/2002,Club: Petra Butala (SRB).<br>National: Borislav Krstiï¿½ï¿½ï¿
1956376,KORNEEV Lev,M,SRB,['Men -58kg'],15/3/2005,
1956379,TAKOV Stefan,M,SRB,['Men -80kg'],6/8/2002,
1956398,DJOKOVIC Novak,M,SRB,"[""Men's Singles""]",22/5/1987,
1956400,LAJOVIC Dusan,M,SRB,"[""Men's Singles""]",30/6/1990,Personal: Jose Perlas (ESP)
1956416,KOVINIC Danka,F,MNE,"[""Women's Singles""]",18/11/1994,Personal: Nemanja Plavsic (MNE)
1956426,CUK Milos,M,SRB,['Men'],21/12/1990,National: Uros Stevanovic (SRB)
1956427,DEDOVIC Nikola,M,SRB,['Men'],25/1/1992,National: Uros Stevanovic (SRB)
1956432,DRASOVIC Radomir,M,SRB,['Men'],22/7/1997,Uroï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿
1956434,FILIPOVIC Radoslav,M,SRB,['Men'],19/8/1997,National: Uroï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿
1956438,JAKSIC Petar,M,SRB,['Men'],20/7/2001,Uros Stevanovic (SRB)
1956440,JAKSIC Nikola,M,SRB,['Men'],17/1/1997,Club: Zivko Gocic (SRB).<br>National: Uros Stevanovic (SRB)
1956444,MANDIC Dusan,M,SRB,['Men'],16/6/1994,National: Uros Stevanovic (SRB)
1956448,MISOVIC Vladimir,M,SRB,['Men'],15/9/2001,National: Uros Stevanovic (SRB)
1956456,RANDELOVIC Sava,M,SRB,['Men'],17/7/1993,Uros Stevanovic (SRB)
1956457,RASOVIC Viktor,M,SRB,['Men'],13/8/1993,Uroï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿
1956459,RASOVIC Strahinja,M,SRB,['Men'],9/3/1992,Uroa Stevanovic (SRB)
1956465,UBOVIC Nemanja,M,SRB,['Men'],24/2/1991,National: Uros Stevanovic (SRB)
1956466,VICO Nemanja,M,SRB,['Men'],19/11/1994,National: Uros Stevanovic (SRB)
1956469,PEATY Adam,M,GBR,"[""Men's 100m Breaststroke"" ""Men's 4 x 100m Medley Relay""]",28/12/1994,Club: Melanie Marshall (GBR)
1956479,GOJKOVIC Bojana,F,MNE,"[""Women's 54kg""]",2/8/2003,National: Nikola Ruzic (MNE)
1956490,ARSIC Jovana,F,SRB,"[""Women's Single Sculls""]",10/9/1992,Personal: Nikola Stojic (SRB)
1956493,MACKOVIC Martin,M,SRB,"[""Men's Double Sculls""]",4/9/1995,National: Nikola Stojic (SRB)
1956494,PIMENOV Nikolaj,M,SRB,"[""Men's Double Sculls""]",31/1/1997,
1956517,KINSELLA Alice,F,GBR,"['Women' ""Women's All-Around"" ""Women's Balance Beam"" ""Women's Floor Exercise"" ""Women's Uneven Bars"" ""Women's Vault"" ""Women's Team""]",13/3/2001,Personal: Christine Still (GBR) since age seven. Brett Ince (GBR)
1956572,CABOLOV Hetik,M,SRB,"[""Men's Freestyle 74kg""]",17/11/1991,Personal: Timur Tsabolov (RUS)
1956575,KAJAIA Mihail,M,SRB,"[""Men's Greco-Roman 97kg""]",21/7/1989,National: Stojan Dobrev (BUL)
1956577,KOMAROV Aleksandr Andreevitch,M,SRB,"[""Men's Greco-Roman 87kg""]",5/5/1999,
1956583,NEMES Mate,M,SRB,"[""Men's Greco-Roman 67kg""]",21/7/1993,National: Stojan Dobrev (BUL)
1956585,TIBILOV Georgij,M,SRB,"[""Men's Greco-Roman 60kg""]",25/4/2000,
1956604,MUKHOBE Wiseman Were,M,KEN,"[""Men's 400m Hurdles""]",13/10/1997,Personal: Dennis Mwanzo (KEN) alias Venom
1956647,WOOLLEY Jack,M,IRL,['Men -58kg'],23/9/1998,Club: Robert Taaffe
1956668,TRUNDA Miroslav,M,CZE,['Eventing Individual'],3/11/1984,Pavel Vachutka (CZE)
1956670,PRIHODA JR Miloslav,M,CZE,['Eventing Individual'],23/6/1990,
1956705,NKAPE Tumo,M,BOT,"[""Men's 800m""]",24/4/1998,Personal: Samuel Sepeng (RSA) brother of 2016 800m Olympic silver medallist Hezekiel Sepeng
1956713,VANESSA,F,POR,['B-Girls'],21/3/1992,
1956718,RELJIKJ Miljana,F,MKD,['Women -57kg'],23/5/2003,Personal: Aleksandar Eftimov
1956827,COELHO de BARROS Maria Ines,F,POR,['Trap Women'],18/7/2001,National: Custodio Ezequiel (POR).<br>Personal: Antonio Barros (POR)
1956840,BELL Georgia,F,GBR,"[""Women's 1500m""]",17/10/1993,Personal: Trevor Painter (GBR) and Jenny Meadows (GBR)
1956843,HENRY Desiree,F,GBR,"[""Women's 4 x 100m Relay""]",26/8/1995,
1956844,JEFFERIES Ben,M,GBR,['4 x 400m Relay Mixed'],10/9/1999,
1956845,KEITH Megan,F,GBR,"[""Women's 10000m""]",23/4/2002,Personal: Ross Cairns (GBR)
1956846,KELLY Hannah,F,GBR,"[""Women's 4 x 400m Relay"" '4 x 400m Relay Mixed']",20/12/2000,Leslie Hall
1956848,MAHAMED Mahamed,M,GBR,"[""Men's Marathon""]",18/9/1997,Personal: Idris Hamud (GBR)
1956853,REARDON Samuel,M,GBR,"[""Men's 4 x 400m Relay"" '4 x 400m Relay Mixed']",30/10/2003,Personal: Nigel Stickings (GBR)
1956857,SEMBER Cindy,F,GBR,"[""Women's 100m Hurdles""]",5/8/1994,Personal: Jeff Porter (USA) her brother-in-law
1956858,SESEMANN Phili,M,GBR,"[""Men's Marathon""]",3/10/1992,Personal: Andrew Henderson (GBR)
1956886,ALSARRAJ Zaid Faisal M,M,KSA,"[""Men's 100m Freestyle""]",20/11/2007,
1956890,DAVIDSON SPILKOVA Klara,F,CZE,"[""Women's Individual Stroke Play""]",15/12/1994,
1956891,KOUSKOVA Sara,F,CZE,"[""Women's Individual Stroke Play""]",2/7/1999,
1956919,ALAYED Mashael Meshari A,F,KSA,"[""Women's 200m Freestyle""]",18/12/2006,
1956923,IVANOVSKI Dario,M,MKD,"[""Men's Marathon""]",15/5/1997,
1957028,MOHAMED HAMDY,M,EGY,['Men'],26/2/2003,National: Hossam Hassan (EGY).<br>Club: Sayed Yassin
1957037,NIKIFOROV Toma,M,BEL,['Men -100 kg'],25/1/1993,National: Mark van der Ham (NED).<br>Club: Alain de Greer (BEL)
1957052,ALMASRI Layla,F,PLE,"[""Women's 800m""]",26/6/1999,
1957067,MOHAMED SHEHATA,M,EGY,['Men'],8/2/2001,National: Rogerio Micale (BRA)
1957081,HAYTER Ethan,M,GBR,"[""Men's Omnium"" ""Men's Team Pursuit""]",18/9/1998,Personal: Conor Taylor (GBR)
1957082,MARCHANT Katy,F,GBR,"[""Women's Keirin"" ""Women's Sprint"" ""Women's Team Sprint""]",30/1/1993,
1957083,ROBERTS Jessica,F,GBR,"[""Women's Madison"" ""Women's Team Pursuit""]",11/4/1999,
1957087,MOHAMED TAREK,M,EGY,['Men'],20/4/2002,National: Rogerio Micale (BRA)
1957110,LAU Wan Yau Vincent,M,HKG,"[""Men's Road Race""]",23/9/1996,
1957126,LEE Sze Wing,F,HKG,"[""Women's Road Race"" ""Women's Omnium""]",5/5/2001,
1957158,STODOLSKI Adam,M,POL,['Men -73 kg'],2/3/2000,National: Marek Krecielewski (POL).</p><p>Jozef Jopek (POL) / Tomasz Jopek (POL)
1957241,KUCZERA Piotr,M,POL,['Men -100 kg'],25/2/1995,Club: Artur Kejza (POL)</p><p>National: Marek Krecielewski (POL)
1957258,PONGRACZ Bence,M,HUN,['Men -66 kg' 'Mixed Team'],23/9/1999,National: Miklos Ungvari (HUN).</p><p>Club: Gabor Dobos
1957339,SZYMANSKA Angelika,F,POL,['Women -63 kg'],16/10/1999,National: Aneta Szczepanska (POL)
1957617,CHENG Ching Yin,M,HKG,"[""Men's Windsurfing""]",10/8/1999,Winfield Zee (HKG)
1957618,MA Kwan Ching,F,HKG,"[""Women's Windsurfing""]",31/8/1997,Chan King Yin (HKG)
1957818,BROWN Patrick James,M,GBR,"[""Men's 92kg""]",10/11/1999,Personal: Nigel Travis (GBR).<br>National: Rob McCracken (GBR)
1957829,CRIERE Andy,M,ESP,['Men'],7/8/1995,
1957831,EROSTARBE Nadia,F,ESP,['Women'],27/5/2000,
1957832,GONZALEZ ETXABARRI Janire,F,ESP,['Women'],3/3/2005,
1957853,DAVISON Charley,F,GBR,"[""Women's 54kg""]",24/11/1993,National: Rob McCracken (GBR).<br>Personal: John Cremin (GBR) Frank Bacon (GBR)
1957871,MAHMOUD SABER,M,EGY,['Men'],30/7/2001,National: Rogerio Micale (BRA)
1957875,NG Jason Tai Long,M,HKG,"[""Men's Individual""]",12/2/2000,Personal: Andrew Wright
1957887,HEALY Phil,F,IRL,"[""Women's 4 x 400m Relay""]",19/11/1994,Personal: Shane McCormack (IRL)
1957894,RODRIGUEZ Madelyn Andrea,F,DOM,['Women -67kg'],26/3/2000,
1957911,REID Chantelle Jordan,F,GBR,"[""Women's 75kg""]",31/5/1998,Club: Duane Reid (GBR) - her father.<br>Club: Brian Reid (GBR) - her grandfather
1957927,PETERNELL Alexander,M,RSA,['Eventing Individual'],11/2/1981,
1957962,KING Erin,F,IRL,['Women'],21/10/2003,National: Allan Temple-Jones (RSA)
1958053,MOSTAFA SAAD,M,EGY,['Men'],22/8/2001,National: Rogerio Micale (BRA)
1958060,PACUT-KLOCZKO Beata,F,POL,['Women -78 kg'],13/12/1995,National: Paweï¿½ï¿½ï¿½ï¿½ï¿½ï¿½
1958063,KOROMA Mariama,F,SLE,['Women -57 kg'],6/8/2006,
1958108,NTWENG Victor,M,BOT,"[""Men's 400m Hurdles""]",1/12/1995,Personal: Kebonyemodisa 'Dose' Mosimanyane (BOT)
1958170,FUCSOVICS Marton,M,HUN,"[""Men's Doubles"" ""Men's Singles""]",8/2/1992,Personal: Adam Kellner (HUN)
1958368,ALEXANDRE Bruna,F,BRA,"[""Women's Team""]",29/3/1995,
1958369,TAKAHASHI Bruna,F,BRA,"[""Women's Singles"" ""Women's Team"" 'Mixed Doubles']",19/7/2000,
1958374,TAKAHASHI Giulia,F,BRA,"[""Women's Singles"" ""Women's Team""]",2/4/2005,National: Hugo Hoyama (BRA).<br>Club: Francisco Arado (CUB); Monica Doti (BRA)
1958375,TEODORO Guilherme,M,BRA,"[""Men's Team""]",3/12/2001,
1958377,CALDERANO Hugo,M,BRA,"[""Men's Singles"" ""Men's Team""]",22/6/1996,
1958386,ISHIY Vitor,M,BRA,"[""Men's Singles"" ""Men's Team"" 'Mixed Doubles']",22/9/1995,National: Francisco Arado (CUB)
1958409,COVARRUBIAS Agustin,M,CHI,['Jumping Individual'],23/11/1982,
1958417,MAROZSAN Fabian,M,HUN,"[""Men's Doubles"" ""Men's Singles""]",8/10/1999,Personal: Gyorgy Balazs (HUN)
1958422,PHILAPHANDETH Praewa Misato,F,LAO,['Individual All-Around'],6/12/2004,
1958457,ABRINES Alex,M,ESP,['Men'],1/8/1993,National: Sergio Scariolo (ITA)
1958458,ALDAMA Santi,M,ESP,['Men'],10/1/2001,National: Sergio Scariolo (ITA).<br>Club: Taylor Jenkins (USA)
1958461,ALONSO Gracia,F,ESP,['Women'],11/8/1992,National: Nuria Martinez (ESP)
1958471,BRIZUELA Dario,M,ESP,['Men'],8/11/1994,National: Sergio Scariolo (ITA).<br>Club: Pedro Martinez (ESP)
1958472,BROWN Lorenzo,M,ESP,['Men'],26/8/1990,National: Sergio Scariolo (ITA).<br>Club: Ergin Ataman (TUR)
1958475,CAMILION Juana,F,ESP,['Women'],22/3/1999,National: Nuria Martinez (ESP). <br>Club: Pedro Rivero (ESP)
1958478,CASAS Queralt,F,ESP,['Women'],18/11/1992,National: Miguel Mendez (ESP). <br>Club: Ruben Burgos (ESP)
1958479,CAZORLA Maite,F,ESP,['Women'],18/6/1997,National: Miguel Mendez (ESP).<br>Club: Natalia Hejkova (CZE)
1958481,CONDE Maria,F,ESP,['Women'],14/1/1997,National: Miguel Mendez (ESP).<br>Club: Natalia Hejkova (CZE)
1958487,DIAZ Alberto,M,ESP,['Men'],23/4/1994,National: Sergio Scariolo (ITA).<br>Club: Ibon Navarro (ESP)
1958498,FERNANDEZ Rudy,M,ESP,['Men'],4/4/1985,National: Sergio Scariolo (ITA).<br>Club: Chus Mateo (ESP)
1958501,GARUBA Usman,M,ESP,['Men'],9/3/2002,National: Sergio Scariolo (ITA).<br>Club: Steve Kerr (USA)
1958502,GIL Laura,F,ESP,['Women'],24/4/1992,Club: Roberto Iniguez (ESP)<br>National: Miguel Mendez (ESP)
1958504,GIMENO Vega,F,ESP,['Women'],8/1/1991,National: Nuria Martinez (ESP)
1958505,GINZO Paula,F,ESP,['Women'],16/2/1998,Club: Isaac Fernandez Targarona (ESP).<br>National: Miguel Mendez (ESP)
1958509,GUSTAFSON Megan,F,ESP,['Women'],13/12/1996,National: Miguel Mendez (ESP).<br>Club: Becky Hammon (USA/RUS)
1958513,HERNANGOMEZ Willy,M,ESP,['Men'],27/5/1994,National: Sergio Scariolo (ITA)
1958514,HERNANGOMEZ Juancho,M,ESP,['Men'],28/9/1995,National: Sergio Scariolo (ITA).<br>Club: Ergin Ataman (TUR)
1958519,LLULL Sergio,M,ESP,['Men'],15/11/1987,National: Sergio Scariolo (ITA).<br>Club: Chus Mateo (ESP)
1958520,LOPEZ-AROSTEGUI Xabi,M,ESP,['Men'],19/5/1997,National: Sergio Scariolo (ESP).<br>Club: Pedro Martinez (ESP)
1958537,ORTIZ Mariona,F,ESP,['Women'],28/2/1992,National: Miguel Mendez (ESP).<br>Club: Carlos Cantero Morales (ESP)
1958545,ARAUJO Maria,F,ESP,['Women'],1/8/1997,National: Miguel Mendez (ESP).<br>Club: Aziz Akkaya (TUR)
1958547,PRADILLA Jaime,M,ESP,['Men'],3/1/2001,National: Sergio Scariolo (ITA).<br>Club: Pedro Martinez (ESP)
1958553,RODRIGUEZ Leonor,F,ESP,['Women'],21/10/1991,National: Miguel Mendez (ESP).<br>Club: Roberto Iniguez (ESP)
1958555,ROMERO Leticia,F,ESP,['Women'],28/5/1995,National: Miguel Mendez (ESP).<br>Club: Ruben Burgos (ESP)
1958566,TORRENS Alba,F,ESP,['Women'],30/8/1989,National: Miguel Mendez (ESP). <br>Club: Ruben Burgos (ESP)
1958572,VILARO Andrea,F,ESP,['Women'],9/5/1993,National: Miguel Mendez (ESP).<br>Club: Roberto Iniguez (ESP)
1958573,YGUERAVIDE Sandra,F,ESP,['Women'],28/12/1984,National: Nuria Martinez (ESP). <br>Club: Laura Antoja (ESP)
1958586,SESAY Georgiana,F,SLE,"[""Women's 100m""]",30/5/2004,
1958652,ZHADRAYEV Demeu,M,KAZ,"[""Men's Greco-Roman 77kg""]",2/11/1989,National: Bakhtiar Baiseitov (KAZ).<br>Personal: Boranbek Konyratov (KAZ)
1958688,KIBET Benard,M,KEN,"[""Men's 10000m""]",25/11/1999,Personal: Gabriel Kiptanui (KEN)
1958706,SLIACHTICAS CAETANO Ana Luiza,F,BRA,"[""Women's Individual"" 'Mixed Team']",18/11/2002,National: Alberto Zagami (ITA)
1958717,D'ALMEIDA Marcus,M,BRA,"[""Men's Individual"" 'Mixed Team']",30/1/1998,National: Alberto Zagami (ITA)
1958743,YERGALI Alisher,M,KAZ,"[""Men's Freestyle 97kg""]",12/4/1999,National: Asset Serikbayev (KAZ). <br>Personal: Pernebek Belasar (KAZ)
1958804,YAKURA Nyl,M,CAN,"[""Men's Doubles""]",14/2/1993,Kevin Cao
1958808,LI Michelle,F,CAN,"[""Women's Singles""]",3/11/1991,National: Mike Butler (CAN)
1958811,DONG Adam,M,CAN,"[""Men's Doubles""]",14/2/1994,National: Mike Butler (CAN)
1958813,YANG Brian,M,CAN,"[""Men's Singles""]",25/11/2001,National: Mike Butler (CAN)
1958888,PHIL WIZARD,M,CAN,['B-Boys'],25/1/1997,
1958899,RUANO OLIVA Adriana,F,GUA,['Trap Women'],26/6/1995,National: Pedro Martin Fariza
1958970,BROL CARDENAS Jean Pierre,M,GUA,['Trap Men'],18/12/1982,National: Pedro Martin Fariza (GUA).<br>Personal: Pedro Zayas (CUB)
1959132,ZSOMBOR-MURRAY Nathan,M,CAN,"[""Men's 10m Platform"" ""Men's Synchronised 10m Platform""]",28/4/2003,National/personal: Li Yihua (CHN)
1959136,MILLER Kate,F,CAN,"[""Women's 10m Platform"" ""Women's Synchronised 10m Platform""]",27/5/2005,National: Yihua Li (CHN)
1959139,ERLAM Margo,F,CAN,"[""Women's 3m Springboard""]",18/6/2002,
1959144,McKAY Caeli,F,CAN,"[""Women's 10m Platform"" ""Women's Synchronised 10m Platform""]",25/6/1999,National: Li Yihua (CHN)
1959146,WIENS Rylan,M,CAN,"[""Men's 10m Platform"" ""Men's Synchronised 10m Platform""]",2/1/2002,National: Mary Carroll (CAN)
1959163,SOTO ABRIL Ana Waleska,F,GUA,['Trap Women'],14/8/1990,National: Pedro Antonio Zayas (CUB)
1959194,ODIRA Lilian,F,KEN,"[""Women's 800m""]",18/4/1999,Personal: Jacinta Muraguri (KEN)
1959264,BALTASAR SUMMERS Nacho,M,ESP,"[""Men's Windsurfing""]",1/9/2004,Marcos Fernandez (ESP)
1959265,BARCELO MARTIN Paula,F,ESP,"[""Women's Skiff""]",13/3/1996,
1959267,BARRIO GARCIA Andres,M,ESP,['Mixed Multihull'],1/12/1999,Pablo Garcia (ESP)
1959269,BLANCO Joaquin,M,ESP,"[""Men's Dinghy""]",25/6/1989,Gustavo Lima (POR) two-time Olympian (2000 2004) in the ILCA 7 class
